student_id,student_name,age,grade,math_score,science_score,admission_date
15,Lokesh,,PASS,,,2016-03-21
284,Ajay,200,PASS,200,40,27/01/2015
418,Sneha,16,B,85,88,2021-08-08
122,Lokesh,17,A,,88,11-29-2021
520,Preethi,-5,a,85,-3,21-Feb-2017
383,,200,D,85,,11/03/2019
18,,200,D,,,11-Oct-2023
175,Ajay,16,F,45,95,30-Dec-2021
304,Ajay,16,D,-10,88,15-Jun-2023
79,Lokesh,16,B,,,19-Aug-2021
594,,17,fail,45,-3,2021-09-06
264,Arun,15,A,-10,-3,22/04/2022
106,,18,C,200,88,2018/01/07
153,Preethi,17,b,85,40,12-24-2022
142,Lokesh,,fail,45,102,17-Oct-2016
116,Lokesh,200,D,200,40,04-10-2023
355,,18,C,,102,12/02/2022
382,Preethi,200,F,200,95,09/03/2016
574,Preethi,18,A,,95,2022-10-18
68,Arun,200,A,-10,102,16/11/2018
156,Arun,-5,PASS,45,102,2022-03-13
522,Sneha,16,B,45,102,2020-12-23
42,Lokesh,200,D,85,88,2015-09-10
309,Lokesh,-5,a,200,-3,07-Feb-2015
217,Sneha,18,F,-10,-3,2019-24-06
322,Preethi,200,F,-10,102,08-31-2021
396,Arun,17,D,45,88,04-12-2016
199,Preethi,16,b,90,-3,05-28-2022
441,Preethi,18,a,-10,95,10-27-2023
536,,15,B,,88,2018/05/06
415,Preethi,15,A,85,102,08-10-2015
2,Sneha,16,fail,-10,95,19/06/2015
86,Ajay,16,A,85,95,10/06/2022
87,Sneha,200,B,-10,102,03-Dec-2016
534,Arun,-5,A,85,,2020/06/10
296,Preethi,200,PASS,90,95,2019-07-27
233,,,b,200,,27/04/2020
269,Arun,18,A,-10,102,2017-02-13
44,Ajay,16,A,-10,95,2021-01-20
543,Lokesh,200,F,,95,02/01/2015
78,Sneha,15,A,,102,24/10/2019
120,Preethi,15,A,200,95,2018-13-02
363,Arun,17,A,90,88,11-13-2023
340,Ajay,200,B,45,102,2020-28-05
455,Preethi,16,b,45,95,2018/09/03
588,,16,F,90,88,2019-02-14
201,Ajay,17,C,,40,2018-10-10
162,Preethi,17,C,45,88,2023/06/15
237,Preethi,15,C,90,-3,2019-04-01
9,Preethi,15,fail,85,-3,2015-07-02
223,Lokesh,-5,PASS,45,88,02-08-2023
456,Arun,17,A,200,40,22/03/2021
266,Ajay,17,b,,,2023/03/14
216,Lokesh,200,a,45,95,02-04-2022
204,Ajay,16,fail,45,40,09-23-2020
336,Sneha,,D,200,95,07-11-2019
169,Arun,18,F,,102,05-26-2018
342,Ajay,17,B,,-3,04-27-2020
309,Arun,16,fail,200,102,2021-07-04
7,Preethi,200,fail,,-3,15/04/2015
385,Ajay,,a,,95,16/08/2016
113,,17,b,90,88,2023/10/14
556,Arun,17,a,90,-3,02-26-2020
268,Arun,18,C,200,40,2019-03-04
351,Arun,-5,b,85,-3,2015-22-11
102,,,D,90,40,29/11/2018
557,Arun,18,b,85,40,2019-09-09
74,,16,C,90,95,2016/11/20
300,Arun,200,b,45,95,28-Apr-2017
373,Lokesh,18,a,200,40,2021-10-04
199,Preethi,,D,-10,40,13-Feb-2019
486,Preethi,15,A,45,40,06/10/2017
557,Sneha,200,D,-10,-3,13/08/2021
419,Lokesh,18,a,,,14/05/2015
529,,200,PASS,-10,102,13-Jan-2022
407,Preethi,,C,90,88,2016/09/27
2,Sneha,18,F,90,40,2019-18-02
414,,15,F,45,88,14-Oct-2020
450,Sneha,,PASS,200,95,05-14-2021
57,,17,fail,200,95,2022/03/12
211,Sneha,-5,D,-10,40,2017-04-01
263,,200,F,,,08-06-2015
217,Arun,15,fail,90,,2023-02-03
131,Preethi,15,B,45,40,2018-25-12
359,Sneha,-5,B,90,40,2020-10-03
424,Sneha,15,D,90,88,2019/07/21
344,Arun,18,F,200,95,16/07/2021
496,Preethi,200,b,90,40,27-Feb-2021
419,Lokesh,-5,a,45,102,2018-20-05
56,Lokesh,,A,-10,,2019-06-28
551,Arun,15,D,85,102,2021/02/13
6,,18,b,200,102,17-Nov-2018
234,Arun,18,A,-10,-3,07-12-2021
322,Ajay,18,F,,,2015/05/23
62,Ajay,-5,D,45,40,20/11/2019
20,Arun,16,F,-10,88,26/05/2022
523,Ajay,200,b,90,102,2023-04-16
204,Ajay,-5,b,200,,09-19-2020
355,Preethi,15,A,,95,2021-06-12
501,,18,a,200,102,2018-05-22
433,Arun,200,fail,85,,12-Jul-2019
11,Lokesh,,b,,88,30/01/2017
127,Lokesh,15,b,90,40,07-28-2023
235,Sneha,200,B,85,40,2022-24-04
473,Preethi,18,PASS,85,40,2019-18-08
60,Preethi,200,A,200,,2022-25-02
410,Preethi,-5,A,85,,20-May-2015
508,Arun,17,B,45,102,08/07/2020
226,Preethi,-5,F,45,-3,2022-29-12
140,Ajay,-5,b,,102,2015/04/06
265,Ajay,-5,A,,88,2017-16-03
548,Sneha,17,C,85,102,2019/05/18
131,Sneha,17,A,90,40,2019-04-29
316,,,A,85,-3,03-27-2019
165,Lokesh,17,C,,102,02/08/2022
358,,16,C,85,88,2015-13-10
400,Preethi,,D,45,-3,2017/04/15
407,Sneha,16,B,90,88,10-Jul-2015
586,,17,PASS,85,-3,2021-05-12
111,Ajay,200,C,90,102,28-Dec-2015
386,,,C,200,88,13/04/2021
7,Ajay,17,a,,,15/05/2015
434,Arun,200,D,90,102,29/12/2015
174,Ajay,15,F,90,88,08-04-2016
99,Sneha,-5,F,45,,06-14-2023
406,Lokesh,18,F,,95,25-Sep-2022
249,Ajay,,B,90,-3,2016/10/23
484,,200,PASS,45,-3,11-Nov-2020
337,Sneha,15,fail,,40,08-31-2023
395,Arun,-5,b,45,88,25-Oct-2022
392,Arun,200,a,,88,15-Apr-2015
102,Preethi,15,PASS,45,95,01-11-2021
202,Preethi,17,F,200,-3,2020/12/21
384,Arun,16,fail,90,88,04-06-2020
562,Preethi,,D,90,-3,30-Mar-2017
361,Lokesh,200,B,,40,2017-12-24
416,Preethi,-5,A,,88,2023/09/02
161,Sneha,200,F,,102,13/02/2023
74,Preethi,18,B,85,,2022-19-01
587,Preethi,17,b,-10,,29-Jun-2021
273,Sneha,17,fail,,95,22/06/2015
5,Ajay,200,B,,40,29-May-2019
266,Sneha,15,PASS,45,-3,02-28-2022
503,Arun,,B,200,40,02-May-2016
62,Preethi,,fail,,102,29-Jul-2016
590,Sneha,,PASS,85,,09-20-2022
177,Ajay,16,a,85,40,16/05/2021
461,Arun,17,D,90,,06-11-2020
420,,200,fail,-10,-3,04-Nov-2021
290,Lokesh,15,D,-10,88,2018/12/19
334,Sneha,17,b,45,-3,2022-04-14
231,Preethi,200,a,200,102,05-10-2019
162,Sneha,18,a,85,102,30/07/2016
392,Preethi,15,A,,-3,2020-29-05
323,Preethi,15,F,90,102,02-24-2019
589,Lokesh,16,a,85,-3,06-09-2021
313,Ajay,16,B,85,,2018-09-23
333,Sneha,-5,D,,102,03/11/2018
401,Preethi,15,a,200,,04/07/2020
99,Ajay,,fail,45,,10-Sep-2022
38,Sneha,17,C,45,95,2021/04/15
62,Lokesh,16,D,85,-3,09-03-2021
501,Ajay,15,D,45,40,2017-09-03
263,,-5,F,45,-3,17-Jul-2017
518,Ajay,17,fail,200,-3,20-Oct-2017
204,Arun,18,b,200,95,12-12-2018
42,Ajay,200,C,,102,07-Oct-2015
234,Preethi,18,a,90,95,2018/05/29
138,Preethi,-5,B,90,88,28-Mar-2020
110,Arun,18,fail,200,-3,01-07-2017
421,Preethi,17,F,,40,2017/08/07
401,Ajay,,D,200,95,03-24-2021
282,Lokesh,200,B,-10,40,2016-03-28
529,Arun,15,C,,102,2019/12/21
316,Arun,17,A,90,40,28/12/2023
228,Ajay,15,D,200,40,2020-02-01
406,Arun,18,a,,95,15/02/2015
145,,,C,200,102,2022-05-27
570,Ajay,,b,90,40,2020/05/27
70,Ajay,16,b,90,95,01-Jan-2019
522,Ajay,-5,C,90,95,2018-11-10
215,Sneha,200,PASS,,95,28-Mar-2018
123,Arun,17,D,,88,2020/10/18
326,Arun,16,A,45,88,2022-03-24
66,Arun,17,F,200,102,08-07-2022
58,Arun,17,D,200,-3,2018-02-10
160,Ajay,,A,-10,95,2015-20-01
438,Preethi,18,a,45,-3,2020/11/02
267,Arun,16,D,,-3,21-May-2015
573,Arun,-5,a,,,15/04/2023
118,Ajay,-5,D,85,40,09-17-2022
448,Preethi,200,a,90,-3,2019-23-09
564,Sneha,,b,,88,2022-01-23
383,Ajay,16,fail,85,102,2021/12/10
413,Arun,17,fail,45,,05-Oct-2018
119,Lokesh,16,fail,200,-3,2016-12-14
554,Sneha,200,C,-10,88,2022/04/29
576,Preethi,18,fail,85,40,2017-12-19
260,Arun,18,b,90,95,19-Oct-2021
517,Arun,,D,85,102,2020-05-11
400,Arun,18,B,85,95,03-29-2020
75,Lokesh,15,A,45,,28/06/2020
358,Ajay,-5,PASS,90,,2022-05-03
278,Preethi,200,B,85,88,08-Aug-2019
79,Arun,16,fail,,102,2018/12/02
581,,17,B,90,102,14/03/2021
96,Lokesh,-5,PASS,85,-3,12-16-2023
187,Sneha,-5,fail,,95,2016-02-06
578,Arun,16,B,200,102,2015-12-21
213,Lokesh,-5,b,85,40,07-30-2021
491,,200,D,,95,24-Sep-2022
573,Sneha,18,PASS,45,,2017-10-04
299,Preethi,16,b,45,40,2023-09-18
471,Arun,16,A,85,95,2021-10-14
463,,-5,B,200,88,2021/12/14
26,Arun,18,B,,102,2021-05-16
554,Arun,15,PASS,45,40,2023/08/21
309,Sneha,200,C,90,102,2019/10/12
331,Lokesh,16,F,85,40,2019-01-10
126,Arun,-5,D,200,,2023-11-04
259,Lokesh,18,b,90,95,2020-07-29
14,,16,D,90,-3,24-May-2023
20,Sneha,15,B,90,,2021-21-09
210,,,B,85,95,2018-02-13
153,Ajay,17,D,,,13/05/2019
180,Lokesh,16,B,-10,88,04-Sep-2016
393,Lokesh,200,B,-10,102,2022-16-01
297,Preethi,-5,C,45,102,2023-13-12
39,Ajay,15,fail,-10,102,2015-16-12
116,Preethi,-5,PASS,45,95,07/04/2023
21,Lokesh,15,A,85,-3,08-15-2017
16,Preethi,15,A,,-3,2020/04/21
10,Sneha,18,B,45,95,2020-20-08
118,Arun,,C,90,-3,10-05-2020
426,Preethi,17,A,200,-3,07-05-2019
322,Preethi,200,A,-10,40,11-09-2023
552,Preethi,17,a,90,102,12-09-2017
420,Ajay,18,F,,88,2019-19-10
536,Arun,15,B,90,,2018-24-07
593,Preethi,18,F,85,88,28-Aug-2023
568,Lokesh,-5,D,-10,95,2022-08-06
255,Sneha,16,F,45,102,07-17-2018
238,Preethi,200,a,85,40,2022-06-07
553,Arun,15,b,,-3,2016/11/25
283,Ajay,,PASS,45,88,12/09/2021
208,Ajay,18,b,-10,40,06-21-2021
549,Arun,15,C,85,102,11-Mar-2019
7,,16,C,85,-3,04-Aug-2020
98,,,A,45,88,2022/05/22
574,Sneha,-5,A,45,95,09/11/2015
15,Lokesh,200,F,-10,40,26-Jul-2021
291,,16,C,-10,88,2020/10/20
599,Arun,18,C,200,102,19-Jan-2015
360,Preethi,-5,F,85,95,2019-02-04
543,Arun,,C,200,102,22/01/2017
348,,200,a,200,,2019-05-01
299,Lokesh,16,D,90,102,2016-19-01
75,,15,A,45,88,02-04-2020
185,Ajay,-5,C,200,95,2023-03-28
410,Lokesh,15,D,-10,88,29/06/2023
244,Arun,16,D,85,-3,2021-10-04
34,Arun,18,A,45,88,02-22-2018
249,Ajay,-5,fail,-10,95,2018/04/21
270,Preethi,15,a,85,-3,2019-05-27
146,Sneha,-5,fail,45,88,2017-01-01
202,,18,B,85,95,03-05-2023
19,,-5,C,-10,95,2020/09/23
274,,15,B,-10,-3,24-Jan-2015
247,Ajay,17,D,,88,2019-03-06
345,Arun,-5,C,,40,01/11/2017
226,Arun,-5,fail,90,,07-06-2015
222,Lokesh,18,F,45,95,2020-11-08
327,Sneha,18,PASS,,40,2015-29-10
443,Preethi,15,A,200,88,10/08/2015
451,,-5,D,200,-3,11-22-2021
454,Ajay,18,fail,,88,2023-12-07
134,,-5,b,45,40,27-Aug-2018
195,Sneha,,a,85,,2019/08/02
9,Preethi,17,B,90,40,2015-01-02
380,Sneha,200,B,85,40,21/01/2023
520,Lokesh,-5,D,90,88,07-Dec-2019
113,Arun,18,A,200,95,2023/10/10
228,Ajay,200,B,90,95,21-Nov-2021
594,Preethi,15,D,85,40,01/03/2023
326,Lokesh,200,D,85,88,2021-03-06
437,Arun,18,B,-10,40,05/09/2022
183,Lokesh,200,b,,95,12-Jan-2022
507,Sneha,17,C,90,102,05-16-2023
176,Preethi,,fail,45,95,15-Dec-2023
391,Ajay,18,C,200,88,31-May-2017
170,Lokesh,17,D,-10,-3,2019-30-11
499,Lokesh,15,D,85,88,09-Nov-2017
146,Ajay,17,A,90,95,28/03/2018
267,Preethi,15,B,-10,40,2020-31-12
94,,15,PASS,90,95,2019/12/21
112,Preethi,-5,a,,88,14/05/2022
326,Ajay,17,PASS,200,40,07-22-2018
28,Lokesh,18,F,,40,2023-04-01
418,Ajay,17,B,85,40,2023/09/27
337,Arun,,C,85,95,2022-07-26
447,,200,A,85,102,09-Oct-2016
7,Preethi,17,b,-10,95,01-08-2018
381,Arun,,b,45,40,2017-03-26
515,Arun,,C,85,,2022/05/28
282,Lokesh,18,a,85,40,2019/10/10
421,Sneha,18,a,85,95,07-19-2020
598,Arun,-5,fail,90,88,2020/10/24
591,Sneha,15,D,200,40,2020-08-23
40,Preethi,,A,90,40,18-Aug-2020
176,Preethi,15,D,85,95,2021-02-04
281,,200,F,200,,09/09/2017
502,Ajay,200,C,-10,95,2015/10/29
516,Arun,16,b,-10,-3,2020-01-20
543,,200,C,-10,,24/05/2023
190,Lokesh,15,F,-10,95,07/02/2022
598,Arun,16,fail,-10,40,06-27-2020
40,Sneha,-5,fail,85,102,08-21-2021
483,,,fail,90,-3,2016-10-03
499,Arun,18,fail,200,,09-15-2019
407,Lokesh,15,b,85,102,2017-23-04
105,Sneha,18,D,45,-3,06/04/2021
167,Sneha,16,B,85,,26-Aug-2023
403,Preethi,-5,F,45,-3,2018-27-06
234,,-5,C,,88,2019-16-09
477,,17,D,85,102,11-21-2015
234,Preethi,15,C,200,-3,2018-10-31
234,Arun,,b,-10,-3,27-Mar-2016
381,Ajay,15,b,-10,-3,2019-09-20
96,Sneha,17,B,45,40,06-30-2016
235,,15,C,,88,2020-02-08
125,Lokesh,-5,F,-10,40,07-15-2016
458,Lokesh,,B,45,102,2022-02-02
266,Arun,200,F,45,95,2020-31-12
434,Ajay,,F,,,2020/05/01
161,Lokesh,17,A,,102,2023-10-26
380,Preethi,,PASS,,-3,09/04/2017
179,Lokesh,18,b,,-3,2015-01-20
327,Arun,17,a,,,03-09-2016
21,Ajay,15,A,45,102,2018-27-10
129,,17,A,85,40,2015-28-01
450,,200,A,,88,05-03-2016
121,,15,PASS,90,,07/12/2018
294,Ajay,15,b,200,,2022/03/09
231,,16,B,,95,2020-12-01
207,Ajay,,A,,-3,04-Sep-2021
577,Ajay,17,b,90,,2023-29-12
417,Arun,15,C,85,102,2015-09-01
391,Preethi,-5,D,90,40,2019-09-01
542,Preethi,15,PASS,200,40,31-Oct-2021
354,,200,fail,-10,88,2023/03/13
450,Ajay,17,a,200,-3,2015-06-18
382,Lokesh,16,D,200,102,2019-11-10
147,Ajay,15,F,,40,2021-11-02
18,Preethi,-5,b,90,,2018-06-30
416,Sneha,-5,B,90,,25-Feb-2020
198,Lokesh,,C,,,2019-11-08
413,Sneha,200,A,85,40,06-21-2016
45,Sneha,18,fail,200,40,2022/06/19
311,Preethi,16,b,45,95,03-04-2022
437,Preethi,17,F,90,95,2023/11/07
205,Ajay,15,A,85,,2015-09-13
32,Sneha,16,D,85,,2015-19-10
307,Sneha,200,D,,95,06-13-2015
560,Ajay,-5,a,,,01-Jul-2018
190,Lokesh,15,A,45,88,2016-25-04
254,Ajay,-5,fail,-10,102,02-25-2021
565,,17,A,200,95,2022/07/12
479,Lokesh,15,F,,95,04-Apr-2020
382,Ajay,200,D,-10,88,2017/01/09
377,Lokesh,15,D,85,40,2022-06-13
