employee_id,name,joining_date,department,salary
223,Rahul,01-11-2018,it,45000.0
171,Divya,04/01/2020,Finance,
299,Anita,2021/06/24,Hr,100000.0
146,Sunil,2018/10/17,it,60000.0
219,Divya,2021/03/03,I.T,70000.0
380,Rakesh,2020-11-09,Hr,100000.0
397,Kiran,03-29-2019,it,45000.0
27,Sunil,2019/07/14,HR,70000.0
285,Meera,2023-02-15,I.T,60000.0
30,Sunil,2019-03-06,FInance,60000.0
85,Anita,23/05/2018,it,-20000.0
358,Divya,2021/12/24,Hr,750000.0
390,Divya,2019-12-01,finance,50000.0
32,Anita,22/05/2023,Finance,750000.0
345,Anita,2019/09/30,FInance,60000.0
380,Kiran,2022-02-25,HR,-20000.0
350,Sunil,2020-18-08,Hr,
262,nan,2018-16-01,it,100000.0
365,Meera,08/11/2022,Hr,100000.0
234,Rahul,2020-06-24,finance,50000.0
209,Kiran,2021/03/28,IT,50000.0
343,Anita,2023/07/03,Hr,70000.0
45,Kiran,2023-05-10,FInance,50000.0
349,Anita,2023-27-09,I.T,50000.0
207,Divya,2023-19-09,IT,50000.0
281,nan,30-Aug-2022,Hr,70000.0
210,Sunil,2018-10-13,it,70000.0
149,Kiran,2018-16-07,HR,100000.0
358,Sunil,2022/03/24,it,750000.0
148,Sunil,24-Jul-2019,it,70000.0
195,Anita,01-28-2021,I.T,
373,nan,2018/02/15,finance,50000.0
268,Rahul,2021-22-06,it,60000.0
180,nan,24/05/2022,Finance,750000.0
28,Divya,2020-26-05,it,70000.0
175,Sunil,12-17-2023,Hr,100000.0
288,Divya,06-Apr-2018,HR,100000.0
26,Anita,2023-20-05,HR,45000.0
73,Arun,2020/01/07,FInance,-20000.0
323,Kiran,2018-07-06,FInance,100000.0
227,Meera,24-Aug-2021,finance,750000.0
146,Arun,2018-10-18,Finance,-20000.0
312,Anita,09-03-2022,I.T,60000.0
113,nan,04-05-2018,FInance,50000.0
149,Rahul,12-13-2021,it,-20000.0
114,Arun,2020/03/28,HR,-20000.0
202,Divya,2023-09-12,it,50000.0
289,Rakesh,2023/01/06,it,70000.0
269,Rahul,11-12-2018,Finance,750000.0
132,Rahul,23/09/2019,HR,750000.0
39,Arun,2021-06-04,it,45000.0
249,Anita,2018/09/15,I.T,50000.0
65,Rakesh,04-Apr-2020,Finance,70000.0
244,Rakesh,2019-04-08,it,-20000.0
268,Divya,2022/09/03,it,-20000.0
32,Rakesh,2023/08/21,HR,750000.0
137,Divya,05/12/2023,it dept,45000.0
135,Meera,2022/01/02,FInance,100000.0
332,nan,2023-09-22,Finance,60000.0
385,Rahul,2020-10-02,I.T,70000.0
170,Kiran,01/04/2023,it dept,60000.0
154,Meera,10-02-2019,I.T,60000.0
51,Divya,26/09/2020,Finance,
153,Sunil,27-Sep-2018,FInance,60000.0
6,nan,2021-06-05,it,45000.0
129,Divya,2023-11-05,finance,50000.0
150,Meera,23-Nov-2023,finance,
228,nan,06-03-2021,Finance,70000.0
125,nan,2018-10-16,I.T,750000.0
212,Rahul,2021/05/14,FInance,100000.0
28,Divya,16-Feb-2022,FInance,45000.0
178,nan,19/12/2019,I.T,750000.0
214,Meera,2022-09-03,Finance,100000.0
206,Kiran,04/12/2018,I.T,60000.0
89,Rahul,2022-14-07,I.T,100000.0
352,Sunil,2020-02-28,Hr,70000.0
213,Kiran,29/08/2023,FInance,750000.0
268,Rakesh,28-Aug-2023,FInance,750000.0
358,Sunil,25/06/2023,finance,60000.0
69,Rakesh,26/04/2021,Hr,45000.0
89,Rahul,24/05/2022,Hr,100000.0
134,Rakesh,2022/04/17,HR,70000.0
99,Divya,2023/11/01,finance,
125,Rakesh,2022-04-04,I.T,45000.0
172,Rakesh,02-Aug-2020,I.T,-20000.0
71,Kiran,07/04/2018,finance,60000.0
210,Rahul,2020-08-29,Finance,45000.0
124,nan,2022/02/01,Hr,100000.0
127,Rahul,2022/05/03,I.T,50000.0
24,Divya,10-02-2019,IT,50000.0
135,nan,21-May-2022,Finance,
28,Rahul,2021/05/17,Hr,-20000.0
345,Kiran,26-May-2021,it dept,70000.0
359,Anita,2019/03/16,IT,100000.0
144,Rakesh,2019-11-08,finance,45000.0
108,nan,28-Nov-2019,finance,50000.0
372,Kiran,2018-11-26,IT,100000.0
28,Rakesh,2023-03-05,IT,45000.0
101,Arun,27-May-2020,finance,-20000.0
357,Rahul,29-Feb-2020,IT,50000.0
218,Sunil,2023/01/08,Finance,60000.0
216,nan,21-Oct-2019,it,-20000.0
298,Sunil,22-Jan-2018,finance,100000.0
393,nan,2022/07/22,Hr,50000.0
134,Rahul,2018-31-03,I.T,-20000.0
68,Divya,23/01/2019,HR,50000.0
106,Anita,2018-03-01,Finance,100000.0
21,Divya,12-14-2023,Finance,70000.0
138,Rahul,2023-03-05,I.T,-20000.0
216,Kiran,2023-22-11,finance,100000.0
313,Anita,2019-02-10,FInance,70000.0
109,Rakesh,03-21-2022,I.T,70000.0
107,Divya,03-06-2021,HR,70000.0
390,Anita,14/11/2019,Hr,60000.0
342,Kiran,2020/10/21,I.T,70000.0
247,Kiran,2018-11-14,Hr,60000.0
101,Kiran,2020-19-04,FInance,
72,Arun,2019/09/26,I.T,70000.0
99,Sunil,2018-02-02,Hr,70000.0
129,Arun,2019-10-06,it,50000.0
13,Divya,11-16-2022,it,
84,Kiran,08-Nov-2022,HR,
287,Sunil,2019/06/23,HR,70000.0
225,Arun,2021/02/17,IT,100000.0
314,Sunil,2022-28-09,HR,70000.0
208,Anita,2021/08/15,Finance,-20000.0
201,Arun,20/05/2023,it,750000.0
271,Arun,2021-09-15,HR,50000.0
3,Rakesh,10-Nov-2020,finance,100000.0
126,Meera,15/08/2023,FInance,100000.0
329,Sunil,14-Mar-2021,it,
302,Kiran,2021-12-19,it,50000.0
349,nan,23-Sep-2023,IT,-20000.0
239,Kiran,08/03/2023,Finance,45000.0
35,Rakesh,06-14-2021,Hr,750000.0
287,Rakesh,2020-07-14,it dept,60000.0
100,Rakesh,31/05/2020,IT,70000.0
26,Arun,12-Sep-2022,HR,750000.0
334,Divya,18/08/2023,IT,45000.0
178,Sunil,2022-04-10,finance,60000.0
150,Arun,25-Jul-2020,finance,60000.0
281,Divya,2023-10-14,IT,-20000.0
298,Rahul,12-07-2023,FInance,750000.0
330,Divya,2021/08/28,IT,
380,nan,2023-10-07,Finance,750000.0
21,nan,2018-16-07,Hr,-20000.0
75,Rahul,04-22-2018,it dept,60000.0
343,Meera,08-11-2018,Finance,50000.0
200,Sunil,2020-17-11,it dept,60000.0
243,Arun,2022-01-12,it,100000.0
27,Rakesh,31-Oct-2020,FInance,-20000.0
260,Rakesh,2021/12/07,finance,45000.0
173,nan,2023-08-19,Finance,
213,Kiran,02/01/2022,IT,50000.0
28,Divya,2019-01-09,I.T,100000.0
318,Sunil,07-28-2018,Hr,750000.0
52,Kiran,2021/11/05,FInance,750000.0
76,nan,07-09-2019,HR,70000.0
136,Meera,22-Feb-2023,it,750000.0
227,Arun,2022-06-04,I.T,100000.0
4,Sunil,2021-12-17,I.T,
38,Divya,2019/04/23,Finance,60000.0
68,Arun,29-Aug-2019,finance,50000.0
305,nan,2018-09-16,FInance,750000.0
379,Kiran,2023-26-08,Hr,
26,Divya,14/10/2018,I.T,-20000.0
196,Rakesh,2021-05-31,it dept,750000.0
114,Anita,2019-14-05,Finance,
60,Rakesh,30-May-2023,FInance,750000.0
322,nan,29-Aug-2019,IT,
158,Meera,2018-06-08,HR,50000.0
360,nan,2020/04/30,Finance,70000.0
301,nan,10/08/2020,Hr,100000.0
112,Divya,29/11/2023,FInance,70000.0
285,Divya,2018/09/25,HR,
307,Rakesh,16-Jul-2018,it dept,
122,Rakesh,16/11/2018,IT,750000.0
216,Sunil,2020/09/09,Hr,60000.0
301,Sunil,11-06-2023,I.T,100000.0
196,Sunil,2022/10/27,Finance,100000.0
202,Rakesh,2023-01-27,IT,
63,Rahul,2022-10-27,FInance,750000.0
23,Kiran,10/11/2022,I.T,50000.0
142,Divya,15-Mar-2021,HR,45000.0
313,Divya,10/11/2021,Hr,750000.0
150,Anita,2018/03/05,Hr,
200,Anita,10-28-2021,IT,45000.0
128,nan,09-01-2019,FInance,50000.0
327,Meera,10-Aug-2021,Hr,
302,Meera,05-Feb-2023,HR,-20000.0
307,Rahul,2018-25-08,IT,
244,nan,13-Apr-2019,Finance,-20000.0
367,Kiran,2023/05/19,I.T,100000.0
271,Kiran,2020-11-03,it,750000.0
182,Sunil,10/01/2023,FInance,60000.0
2,nan,11-Dec-2023,FInance,60000.0
195,Arun,14/09/2018,it,
123,Rakesh,15-Oct-2022,IT,-20000.0
349,Anita,2023-12-05,Hr,50000.0
143,Sunil,2018-21-05,finance,70000.0
243,Rakesh,2023-10-02,it dept,50000.0
361,Meera,2019/10/10,Hr,100000.0
41,Rakesh,11-20-2022,I.T,60000.0
209,Sunil,2018-24-10,HR,70000.0
253,Rahul,2018-10-14,it dept,
3,Meera,12-28-2023,I.T,60000.0
21,Meera,05-29-2020,it,-20000.0
120,Divya,2020-02-16,Hr,45000.0
8,Kiran,13/10/2018,IT,70000.0
353,Rahul,2020/01/10,HR,750000.0
189,Arun,09-15-2021,finance,
263,Rahul,08-19-2020,FInance,70000.0
238,Kiran,21-Jan-2023,IT,
135,Anita,11/09/2022,Hr,60000.0
93,Divya,06-May-2020,Finance,70000.0
310,Sunil,28/10/2020,it dept,750000.0
118,nan,2022/02/11,Finance,
314,Divya,2021-03-01,HR,
81,Rahul,10-Feb-2023,finance,50000.0
213,Rakesh,2021/08/10,finance,60000.0
23,Divya,2019/11/21,I.T,100000.0
365,Rahul,21-Aug-2018,Hr,100000.0
192,Divya,05-23-2019,Finance,60000.0
387,Arun,2021-06-15,FInance,-20000.0
41,nan,2018-08-06,I.T,-20000.0
134,Meera,05-20-2018,finance,70000.0
50,Kiran,2019/11/30,it dept,
20,Divya,27/01/2023,Finance,750000.0
372,Divya,2019-24-12,HR,70000.0
101,Kiran,19/03/2022,finance,45000.0
12,Anita,18-Oct-2023,IT,750000.0
170,Rahul,2019-15-12,Finance,70000.0
219,Meera,10-17-2020,IT,60000.0
320,Anita,31-Jan-2019,FInance,45000.0
249,Meera,11-21-2021,finance,45000.0
348,Arun,2023-01-06,IT,
360,Anita,06-Aug-2021,IT,60000.0
290,Sunil,2022-25-05,it,60000.0
113,Divya,2022-23-09,HR,50000.0
59,nan,06-12-2023,Hr,-20000.0
124,nan,2020/03/29,it,750000.0
244,Divya,15-Jan-2021,it dept,60000.0
19,Arun,02-01-2023,Hr,100000.0
345,Anita,2020/11/22,IT,
194,Rahul,14/06/2018,Hr,
197,Divya,03-24-2021,FInance,70000.0
281,Sunil,2021-26-04,Hr,60000.0
24,Rahul,2019-19-12,it dept,750000.0
279,Arun,28/02/2018,Finance,45000.0
113,Divya,2018-07-25,IT,70000.0
64,Arun,10-Mar-2019,IT,70000.0
101,Arun,27-Apr-2018,I.T,60000.0
127,nan,2023-09-26,IT,50000.0
1,Meera,2021-06-24,it dept,
316,Anita,11-07-2021,finance,100000.0
236,Divya,19/10/2018,it,750000.0
223,Kiran,06/06/2021,I.T,-20000.0
94,nan,2022-20-07,it,100000.0
30,Rakesh,25-Feb-2021,FInance,60000.0
361,Sunil,2020-06-29,Hr,750000.0
329,Rahul,2022/05/28,HR,60000.0
98,Rahul,2023-02-08,it dept,50000.0
124,Rakesh,01-Sep-2023,IT,45000.0
51,Kiran,07-27-2019,it dept,60000.0
340,nan,27/05/2022,Finance,70000.0
274,Rahul,2022/09/10,Finance,70000.0
177,Meera,2018/01/09,it,
178,Anita,2020/06/03,it,-20000.0
350,Divya,2018-21-05,Finance,60000.0
113,Sunil,10-Sep-2019,Hr,50000.0
131,Kiran,04-15-2019,Finance,70000.0
14,Divya,2020-11-08,it,45000.0
351,Arun,2018-06-12,FInance,
325,Arun,09/09/2019,FInance,750000.0
107,Rakesh,25-Jan-2018,IT,100000.0
93,Divya,27-Aug-2021,Hr,60000.0
379,Rakesh,17-Oct-2020,IT,50000.0
366,Rakesh,2019-10-04,it,750000.0
39,Anita,18-Feb-2022,Finance,45000.0
359,Rahul,12-30-2018,it,60000.0
377,Arun,07-Aug-2022,Finance,45000.0
2,Arun,2019-11-14,HR,60000.0
338,Anita,2021/12/31,IT,60000.0
291,Arun,2020-01-06,Finance,60000.0
286,Rahul,2023-24-10,finance,750000.0
176,Anita,2021-24-12,it dept,50000.0
40,nan,2019-10-02,it dept,-20000.0
68,Kiran,16/10/2020,it dept,45000.0
227,Rahul,20-Mar-2021,HR,
361,Rakesh,2018-02-01,it dept,750000.0
74,Rakesh,2019-22-03,IT,45000.0
207,Anita,08-12-2021,IT,100000.0
321,nan,05-12-2019,HR,45000.0
393,Divya,2018/09/16,Hr,50000.0
216,nan,2023-10-30,HR,70000.0
287,Kiran,2019-08-21,HR,-20000.0
116,Rakesh,03-Feb-2020,FInance,70000.0
367,Rahul,2018-07-13,HR,-20000.0
45,Meera,09-05-2019,I.T,-20000.0
172,nan,19/05/2018,IT,750000.0
338,Sunil,09-10-2019,I.T,
292,Divya,2019-14-09,HR,-20000.0
72,Meera,2020-07-09,I.T,60000.0
225,Rahul,25-Sep-2023,HR,70000.0
82,Divya,2019-06-20,it dept,750000.0
76,Kiran,2023-26-10,Finance,
87,Rahul,2020-04-01,IT,100000.0
239,Sunil,07-Jun-2019,finance,45000.0
308,Divya,2023-11-07,FInance,70000.0
105,Rahul,2018-02-14,HR,50000.0
138,Anita,2023/11/22,FInance,45000.0
392,Kiran,08/12/2022,HR,50000.0
217,Anita,05-05-2019,Hr,50000.0
367,Meera,10/03/2023,it,50000.0
360,Sunil,22-Jun-2019,HR,70000.0
56,Anita,2018-12-21,Hr,45000.0
144,Arun,2018/09/15,FInance,
272,nan,01-03-2023,finance,
72,Kiran,2021-26-10,finance,-20000.0
217,Divya,18/06/2018,HR,100000.0
158,Anita,05-13-2020,Hr,
398,Divya,2018-02-27,Finance,45000.0
71,Kiran,07-Sep-2018,I.T,45000.0
295,Anita,2018/03/11,it,45000.0
29,Kiran,20-Oct-2020,I.T,60000.0
324,Kiran,2020/05/23,HR,100000.0
225,Arun,2020-08-08,I.T,45000.0
340,Sunil,11-15-2022,Finance,-20000.0
311,Rakesh,2021-24-04,I.T,70000.0
173,nan,2022/12/21,HR,750000.0
160,Rahul,04-30-2021,Finance,-20000.0
75,Rahul,07-Jun-2019,FInance,750000.0
173,Kiran,07-09-2018,it,70000.0
167,Meera,2019-06-17,I.T,60000.0
225,nan,2021-11-14,Hr,70000.0
279,Kiran,2020-07-01,finance,100000.0
325,nan,19/08/2020,Finance,45000.0
372,Arun,11-May-2019,HR,70000.0
51,Rahul,2020/03/25,it,50000.0
395,Rakesh,2021-03-10,it,
365,Arun,05/02/2023,it,50000.0
131,Rakesh,2023-02-12,Finance,-20000.0
134,Kiran,2023-04-07,IT,-20000.0
225,Arun,2019/09/13,finance,70000.0
338,Sunil,2023-02-14,HR,100000.0
320,Sunil,03-11-2020,I.T,750000.0
39,Rahul,12/12/2018,FInance,45000.0
90,Meera,2022-09-03,I.T,70000.0
307,Anita,2023-26-05,it,45000.0
382,Rahul,2018-02-12,Hr,45000.0
242,Rahul,2022/02/06,it,750000.0
105,Rahul,12-Apr-2020,it dept,750000.0
233,Meera,05/05/2020,IT,100000.0
45,Rakesh,2023/08/10,finance,-20000.0
387,Meera,2021-04-04,I.T,750000.0
287,nan,02-May-2023,finance,100000.0
302,Arun,2018/06/02,HR,50000.0
158,Anita,03/07/2023,it dept,60000.0
242,Sunil,04/01/2018,I.T,50000.0
